Mean of the integrated profile;Standard Deviation of the integrated profile;Excess kurtosis of the integrated profile;Skewness of the integrated profile;Mean of the DM-SNR curve;Standard Deviation of the DM-SNR curve;Excess kurtosis of the DM-SNR curve;Skewness of the DM-SNR curve;Pulsar
1.82513882;1.673046027;-1.071423113;-0.52166044;3.638358633;1.05889799;-1.655230466;-0.767177292;0
0.368652152;0.768171525;-0.393305713;-0.507799816;-0.542076209;-0.766589044;0.829565187;0.513691321;0
0.088608504;-0.051771314;-0.407708293;-0.464258975;-0.534150639;-0.830980961;0.560837437;0.312507973;0
0.80429965;0.990858784;-0.785207778;-0.504239096;-0.492119134;-0.425712495;0.037395176;-0.276348601;0
-1.636884542;-1.406524167;1.381571802;1.059710884;2.838915516;0.445916858;-1.327033655;-0.773855353;1
0.389428188;0.314238508;-0.652149706;-0.484813361;-0.552015653;-0.881032999;1.184464583;1.074746091;0
0.309786717;1.104979798;-0.59348495;-0.540201014;-0.281680101;0.207237564;-0.725158055;-0.687580706;0
1.297730497;0.623314396;-0.741244792;-0.50546722;-0.543960156;-0.920410758;0.804439245;0.759223014;0
0.66038232;0.916648528;-0.636027186;-0.548600188;-0.512019677;-0.712091027;0.201768962;-0.072432564;0
-1.398176549;-1.77405106;1.393843126;1.362131148;-0.122540725;0.580796427;-0.78593619;-0.701710021;1
-0.597433507;-1.106829166;0.421990716;0.160252035;-0.064593117;0.955164301;-0.850494303;-0.728417239;1
0.721844758;0.150765253;-0.535472057;-0.509388895;-0.559031731;-0.885232761;1.020407515;0.767158059;0
1.202507001;1.466512686;-0.601950839;-0.573928952;-0.415808458;-0.063587063;-0.36309939;-0.540103067;0
0.555420056;1.251779393;-0.611371467;-0.535186648;-0.48464831;-0.496146164;-0.034236419;-0.312565892;0
-1.963457853;-0.77887748;1.998862845;1.572517199;2.073036967;1.680525701;-1.363496932;-0.788195095;1
-0.503292096;-0.874798699;-0.227196418;-0.274851171;-0.542119518;-0.906291238;0.950151571;0.898747399;0
-0.405255177;-0.718024423;0.170946439;-0.099106491;-0.040058498;1.011756661;-0.843156721;-0.726033208;1
0.250055615;1.671525059;-0.548449988;-0.569318632;-0.376158955;0.174690998;-0.447438621;-0.587115735;0
0.165436553;-0.050915793;-0.525721059;-0.481910295;-0.532937983;-0.833011819;0.652480497;0.439721219;0
1.558080194;0.350044013;-0.785060867;-0.490288038;-0.373322207;0.04687877;-0.441576135;-0.572252142;0
-2.070584287;-1.707064752;2.518413831;2.659024981;0.754642271;1.194613481;-1.137764252;-0.772245714;1
0.93653046;0.59591767;-0.709199771;-0.507741392;-0.531205619;-0.871316821;0.486600989;0.354414842;0
0.618180997;0.133260932;-0.573357807;-0.500261534;-0.529863036;-0.670400406;0.572429654;0.20986257;0
0.447211537;-0.756715137;-0.453783419;-0.388790178;-0.523756449;-0.793003087;0.362991234;0.142280206;0
-1.316154491;-1.588166792;1.105400215;0.994617906;-0.344218476;0.173105866;-0.524080559;-0.613044106;1
0.48421885;0.574609436;-0.56371782;-0.514880988;0.546217112;1.833540487;-1.13767538;-0.783969199;0
0.577927428;0.717252818;-0.647210004;-0.532744844;-0.493548335;-0.359535493;0.011930771;-0.326222054;0
-0.147502485;-0.374808371;-0.416366458;-0.392945893;-0.556411529;-0.930472195;1.204137098;1.147143019;0
1.314178192;1.829502663;-0.823767772;-0.548042587;-0.324296279;0.302934159;-0.554100101;-0.629643696;0
-1.667832179;-1.933397954;2.461403634;2.940259901;-0.109569642;0.41836453;-0.799159594;-0.693549382;1
-0.319337613;-0.351057256;-0.226626077;-0.319582785;-0.533630929;-0.674947284;0.60953645;0.235527923;0
1.669534969;0.054684329;-0.949341005;-0.390607306;-0.53733386;-0.861094232;0.674030667;0.470910489;0
0.34830895;0.282994629;-0.211047285;-0.40369079;-0.513037441;-0.522981058;0.432931924;0.01757939;0
0.294853942;-1.009347717;-0.537336356;-0.388488342;-0.553120035;-0.953807227;1.183105142;1.235516248;0
0.037317666;0.467194901;-0.354108723;-0.441952439;-0.54004068;-0.880959321;0.90021479;0.776818964;0
-1.017066144;-1.707011853;0.844670238;0.770654603;-0.377328301;0.163869739;-0.398550854;-0.561458214;1
1.365685447;1.189909008;-0.872812229;-0.535762326;-0.507082437;-0.442947161;0.220213084;-0.167094116;0
0.536808191;1.37665968;-0.605915791;-0.553750638;-0.561218841;-0.861991718;1.296429606;1.070812744;0
0.857971076;0.438424116;-0.664745904;-0.467034432;-0.20363706;0.616052055;-0.749437376;-0.699506138;0
0.201145364;0.097152337;-0.360261831;-0.433060204;-0.028993017;0.697267127;-0.9031716;-0.735613863;1
0.13860084;-0.075719975;-0.368608526;-0.426762813;-0.548659195;-0.909455036;0.801828907;0.694512449;0
0.494174034;-0.360405989;-0.346301843;-0.364888022;-0.567217155;-0.910265723;1.464686996;1.256381094;0
0.572733419;-0.403807418;-0.54841671;-0.45348662;-0.508100201;-0.602522256;0.145342038;-0.173538681;0
0.546979791;-0.779702984;-0.43535046;-0.367970176;-0.572111086;-0.927924847;1.980175807;2.035220323;0
0.460412976;0.814968425;-0.376391935;-0.49144655;-0.518212881;-0.827074777;0.199083742;0.05890935;0
0.386181932;1.730844188;-0.596809603;-0.573948605;-0.520854738;-0.662539719;0.482012888;0.141624455;0
0.450024958;1.326939289;-0.495394925;-0.541570185;-0.470702772;-0.47023798;-0.285474445;-0.472815321;0
1.511550531;0.058951739;-0.764287411;-0.482400923;-0.498637157;-0.525311795;0.00769527;-0.303802053;0
-2.1850689;-2.010417129;3.147203686;3.95810229;1.262441749;0.880715836;-1.084721027;-0.761219177;1
0.598919881;0.93972785;-0.529235549;-0.525187511;-0.558122239;-0.815834231;1.066745577;0.708564164;0
0.934582707;0.994400476;-0.617430515;-0.553174358;-0.548724159;-0.819764526;0.820337634;0.48982479;0
0.321689655;1.102793827;-0.638506643;-0.549258591;-0.490884824;-0.440597367;0.120826468;-0.214316606;0
0.447427954;0.059793796;-0.494279559;-0.454978021;-0.543895192;-0.909497549;0.901869844;0.845125826;0
-0.424516294;-1.275682732;-0.267140184;-0.135825566;-0.525142341;-0.716619464;0.254611956;-0.065353965;0
0.031041572;0.007046278;-0.443030053;-0.485139809;-0.467476243;-0.421572364;-0.295468801;-0.491906388;0
-0.792208842;-1.464427953;0.749565695;0.669166104;-0.434929436;-0.055685614;-0.246838586;-0.485367405;1
0.505211303;1.037425742;-0.596223253;-0.53342676;-0.557061166;-0.743436955;1.163785871;0.767704792;0
1.199044328;-0.540549615;-0.773429058;-0.451631092;-0.439780058;-0.291373325;-0.362839822;-0.531511697;0
-1.865637352;-0.080359616;1.434257612;0.736233041;1.253693306;1.586664161;-1.253281051;-0.785054924;1
-1.418952585;-1.99253084;1.67059248;1.910871992;0.301065816;1.391960845;-1.009742733;-0.759845799;1
0.463875649;0.503687461;-0.660487547;-0.538166634;-0.58499555;-1.100680806;4.150478404;6.753798877;0
0.38336851;0.494749193;-0.520214951;-0.512849265;-0.557667493;-0.868481485;1.098256693;0.842015756;0
-1.39514671;-2.054709156;1.98857439;2.111095674;-0.089604136;0.82544713;-0.778816516;-0.703267787;1
-0.164599431;0.827989641;-0.227301117;-0.433303018;-0.550239978;-0.826964172;0.766065474;0.453527584;0
0.472965164;0.038157781;-0.562387557;-0.481426659;-0.533717548;-0.703811338;0.448283673;0.085816657;0
0.271048068;0.499367727;-0.629487811;-0.492202745;-0.570746849;-0.96170176;1.846948709;1.935104588;0
-1.777988451;2.423858831;0.563170077;-0.189002699;1.41937236;1.345892402;-1.19775165;-0.780735671;1
0.581173684;0.263196644;-0.588923785;-0.463269631;-0.524600977;-0.740656271;0.545899208;0.243355146;0
1.422819546;0.292283217;-0.80913217;-0.505523195;-0.540257225;-0.895046672;0.743567627;0.624155819;0
-1.346669294;-0.412697837;1.012716809;0.397282574;-0.016693226;0.822124312;-0.879012131;-0.728570549;1
0.013728209;0.264223059;-0.422174093;-0.467720406;-0.532678129;-0.89277734;0.502148285;0.439701857;0
-1.283475519;2.279081762;0.398632173;-0.282168911;3.627769554;1.340851932;-1.569634949;-0.783971296;1
-0.721873304;-0.312775194;0.316834278;-0.017353507;-0.18930174;0.597729018;-0.69463949;-0.675707842;1
1.494886419;1.620170207;-1.117604258;-0.49637527;2.509398045;0.761797144;-1.570509703;-0.775209215;0
-1.310311231;-0.169449238;1.099412693;0.47162387;-0.270657929;0.278680116;-0.624173112;-0.646671554;1
-0.039077548;0.211015895;-0.133659741;-0.388623502;3.573828038;0.654030443;-1.622008395;-0.772172264;0
0.02022072;-0.857571505;-0.437594022;-0.362321156;-0.547403231;-0.934310369;1.005092808;0.985625376;0
0.658650983;0.341293415;-0.592737592;-0.512457399;-0.579257092;-1.080343071;3.425644461;5.269714646;0
0.759068489;0.614057178;-0.517981531;-0.526838237;0.576230335;1.689770742;-1.14324716;-0.782818508;0
-2.412306791;-1.715480343;2.920360493;3.317311753;2.378886002;0.606804636;-1.238340693;-0.769861076;1
0.230794498;-0.200994059;-0.431604113;-0.438556051;1.130283958;2.262242045;-1.265845337;-0.794889141;0
0.515166487;0.655613011;-0.51501122;-0.515797398;-0.515592679;-0.672846069;0.424805572;0.096682103;0
-1.587757875;-0.805772581;1.453824291;0.923375635;0.231792872;1.119697652;-0.978829279;-0.750101582;1
0.635710777;0.243289051;-0.529632737;-0.495520289;-0.57934371;-0.96307549;2.735064895;3.145260811;0
0.345928363;0.628174728;-0.422001443;-0.485990704;-0.499395067;-0.462429652;0.164869002;-0.178949005;0
1.155977337;-0.069241552;-0.747191207;-0.450022157;-0.543700301;-0.951612381;1.016074435;1.117739853;0
0.75971774;1.093324194;-0.608908349;-0.562515138;-0.332308467;0.081197898;-0.638374469;-0.656146782;0
0.205257288;-0.473462184;-0.574043547;-0.433912931;-0.521136247;-0.75197655;0.291309374;0.020032981;1
-1.292781451;-1.163266511;1.013183596;0.615146567;-0.417605786;-0.111822169;-0.308184843;-0.499578419;1
-2.209091192;-1.345659976;2.4442763;2.401918475;0.382725169;1.082243234;-1.067202874;-0.763692779;1
0.668606167;0.831178878;-0.699141691;-0.535619074;-0.110046043;0.698660845;-0.874347301;-0.734009213;0
0.226249741;-0.225897745;-0.459305126;-0.415104503;-0.552578671;-0.797279045;0.978438287;0.62783861;0
0.904933573;0.982443916;-0.573515348;-0.544400128;-0.563059479;-0.823590626;1.297231701;0.936267626;1
0.571434917;1.115014123;-0.506905525;-0.563143402;-0.342226256;0.145709976;-0.574108584;-0.634733246;0
-2.061927605;-1.986532621;2.752356971;3.253955807;1.373767852;1.86058277;-1.227077954;-0.784907776;1
0.880478448;0.626133038;-0.645684972;-0.488948523;-0.565831263;-1.013874698;1.815524071;2.332594084;0
-2.262762617;-1.264758473;2.052383649;1.73313828;2.651755135;0.847837818;-1.346876259;-0.778561558;1
-2.009987516;-0.64924626;1.854927954;1.358548583;3.553732605;2.093105919;-1.42934231;-0.794683655;1
0.561263316;-0.549153483;-0.589712039;-0.406862756;-0.545584248;-0.788897854;0.676574466;0.338232381;0
0.809060825;0.577259875;-0.678695264;-0.517242785;-0.46931688;-0.214120787;-0.046426308;-0.358333798;0
0.9205156;0.526530937;-0.725285961;-0.541197365;-0.536727532;-0.681384923;0.5722851;0.186862224;0
0.822262264;2.788987085;-0.751522383;-0.591105133;2.470311561;2.385543212;-1.44914197;-0.795240713;0
1.096462652;-0.072773601;-0.691360487;-0.485204989;-0.553531472;-0.957382081;1.156324849;1.24991365;0
0.220839315;1.260837244;-0.588223358;-0.549556083;-0.505263453;-0.480352161;0.436822971;0.019913864;0
-0.355262841;-0.620086307;-0.240886497;-0.345447684;-0.538979606;-0.826587882;0.411062137;0.172371297;0
0.14227993;-0.360443447;-0.636277172;-0.45294288;-0.559703022;-0.943153688;1.267736671;1.262347967;0
-0.173039695;0.241856371;0.122990146;-0.224572486;-0.515635988;-0.720575756;0.290984695;-0.006376341;1
0.866194923;0.226151622;-0.652224377;-0.525198694;-0.526506579;-0.614897009;0.415828461;0.033135571;1
1.05491058;1.965722393;-0.846908048;-0.564334512;3.775951721;1.903858997;-1.619064738;-0.780257422;0
0.423189246;-0.416389439;-0.486968214;-0.386195118;-0.578390909;-1.004882836;2.632451721;3.198354276;0
0.754740148;1.407847607;-0.654552594;-0.554651084;-0.360719252;0.104168526;-0.546966007;-0.627445491;0
-2.338941415;-2.034470468;3.468474974;4.603988779;1.796529866;1.376053084;-1.279822993;-0.782480731;1
-1.490586624;-1.274202053;1.31010475;1.217476267;1.450814784;1.555212677;-1.258635339;-0.785183272;1
1.257909762;0.398903137;-0.690046501;-0.517943012;-0.549070632;-0.950975825;1.060511572;1.130617338;0
0.030392321;1.102484728;-0.467810534;-0.510216157;-0.567130537;-0.873971683;1.480256435;1.202488978;0
0.839792044;2.531633627;-0.558418362;-0.578185094;0.311936406;1.283399717;-1.052039281;-0.766484759;0
-0.079547534;-0.201219381;-0.373112304;-0.440159605;-0.503834252;-0.510721524;0.050409379;-0.269560826;0
0.213913969;0.264258104;-0.406721052;-0.435661498;0.524605859;1.667920901;-1.111712994;-0.777878246;1
0.808844408;0.269358401;-0.574840554;-0.480219423;-0.521179556;-0.681884167;0.186497066;-0.127021256;0
-0.225196201;-0.935731759;-0.331376672;-0.317591634;-0.517866408;-0.686429292;0.245455267;-0.074631366;0
-1.81607785;-0.825924524;1.693127354;1.195340178;1.45074982;1.103030124;-1.228256897;-0.776811035;1
-1.489288122;-1.668065929;1.81769481;1.860565072;-0.135273608;0.576563704;-0.753973193;-0.689681635;1
1.338200484;0.374997444;-0.811468645;-0.52371187;-0.483803782;-0.582213623;0.070411065;-0.179563494;0
0.93436629;0.327847284;-0.720858647;-0.518421173;-0.559529786;-0.815400649;1.154904339;0.820140558;0
0.845418887;0.668101927;-0.676731661;-0.538506053;-0.560634168;-0.97138042;1.443734406;1.594422487;0
1.44662542;1.443719366;-0.828231122;-0.559788073;-0.563102788;-0.952710253;1.289444131;1.283168736;0
0.289443516;0.78061051;-0.357019286;-0.475960402;-0.467649479;-0.488486042;-0.222544209;-0.417700599;0
1.123731199;0.750443781;-0.643389635;-0.52014432;-0.472478446;-0.295373819;-0.122990905;-0.405148366;0
-1.045849611;0.627769142;0.718179857;0.032486847;0.16912457;1.17866725;-0.990740565;-0.756577839;1
-1.728645366;-1.051074585;1.945076846;1.661239282;0.885479134;1.444562207;-1.121825209;-0.772525087;1
1.305521511;1.068964786;-0.701113424;-0.536710296;-0.531487128;-0.844529455;0.407666122;0.225179338;0
-0.965558889;-1.339286523;0.759463023;0.533020981;-0.350390026;0.204884133;-0.455784528;-0.582585039;1
0.504994886;0.169008414;-0.505997335;-0.485808337;-0.533717548;-0.794041608;0.566700722;0.295641021;0
0.594158706;-0.300481728;-0.593489991;-0.440698768;-0.552968453;-0.790156883;0.9873176;0.655777685;0
-2.273799886;-1.951576063;3.021002104;3.639500773;3.499293036;1.934465698;-1.516284232;-0.788865306;1
0.452405546;-0.150323094;-0.443111348;-0.445581251;-0.531508782;-0.841761867;0.442578051;0.249623469;0
-0.052711822;0.924566488;-0.460840481;-0.520207134;-0.542487645;-0.636148503;0.674311215;0.215713133;0
-0.015055257;-0.194395521;-0.157480569;-0.320597455;-0.440559622;-0.264255307;-0.169309076;-0.414501625;1
0.589830365;0.043802076;-0.63743862;-0.490094809;-0.513773696;-0.557616238;0.346546114;-0.024173325;0
0.283600256;0.460478065;-0.262102689;-0.458679584;1.315473772;2.460345584;-1.260999203;-0.793134192;1
0.481189012;0.721353031;-0.678550946;-0.546916036;-0.48887095;-0.432806937;-0.020763145;-0.318359008;0
0.779628108;0.608910284;-0.757469165;-0.533067666;-0.510287312;-0.53487087;0.095962395;-0.247097448;0
1.07611945;1.831662687;-0.630196693;-0.563968697;-0.469533426;-0.205512966;0.037567654;-0.305777299;0
-1.641645717;-1.067553688;1.578199969;1.244406746;1.001352696;1.719633554;-1.189383462;-0.782163094;1
0.611255652;0.558791801;-0.56969826;-0.525028037;-0.545497629;-0.84928956;0.736149265;0.480133462;0
0.471666662;1.026259257;-0.414155905;-0.497442406;-0.514878079;-0.490514273;0.252815048;-0.149251982;0
0.803217565;-0.447135022;-0.488309122;-0.458327951;-0.542704191;-0.684934798;0.841081257;0.462744738;0
-2.102830426;-2.127501575;3.062034489;3.906397615;0.176703667;0.878746418;-0.9357352;-0.735979954;1
-0.810820707;0.191880331;0.495538293;-0.042985377;3.107973449;2.238920443;-1.490677011;-0.791123596;1
0.458248806;1.351639578;-0.573026685;-0.542017056;-0.515592679;-0.619857511;0.0812868;-0.236660053;0
0.591345284;-0.356613408;-0.517005459;-0.425057817;-0.541578154;-0.864194623;0.799646157;0.591006897;0
0.108735289;-0.143522958;-0.329670089;-0.391234003;-0.542357718;-0.774263969;0.500182365;0.148963528;0
0.704314978;-0.380934855;-0.70387202;-0.458731314;-0.535991277;-0.805499108;0.52406127;0.254712426;0
2.606837162;1.856507608;-1.526398519;-0.366677831;1.884902133;2.64588762;-1.37656697;-0.79858615;0
-1.829279289;-1.693314897;1.976374518;1.984540059;0.854643038;1.223676336;-1.161679922;-0.773894759;1
0.109168123;0.400510398;-0.401485229;-0.423952763;-0.459225855;-0.144838476;-0.159551713;-0.440768871;1
-2.254971604;-2.026166949;3.102034348;3.870286081;0.684070054;1.091363373;-1.103427641;-0.766086753;1
0.640904786;1.026567509;-0.642503501;-0.535192119;1.396418524;1.977452059;-1.35858478;-0.798209522;0
0.197249858;-0.381971438;-0.374009148;-0.407890308;-0.504375616;-0.567372571;0.152887896;-0.165258044;0
-2.196106169;-2.153269156;3.229128781;4.253771512;2.760287801;1.808215018;-1.434537434;-0.78897257;1
-0.724037475;1.068622062;0.249693343;-0.333263363;3.027591713;1.082109337;-1.568124474;-0.77290232;0
1.31071552;0.619237783;-0.704462796;-0.518479644;-0.429494141;-0.118113341;-0.326813921;-0.521245971;0
0.72682235;0.328895209;-0.593681006;-0.482590665;-0.561825169;-0.94476028;1.399101232;1.394688981;0
-0.081928122;0.064621726;-0.343277042;-0.4496008;-0.546861867;-0.927263907;0.928500478;0.88366645;0
-0.501560759;-1.131788892;-0.172350143;-0.202500188;-0.539369388;-0.784765554;0.437374263;0.123411361;0
-0.453732594;3.943215544;-0.071684641;-0.554918502;3.829525106;1.618897497;-1.587912383;-0.781894906;1
1.019634603;0.466492174;-0.65011219;-0.529375042;-0.528325562;-0.60150182;0.445335919;0.044688093;0
-1.118782152;0.594295119;0.716791687;0.085795578;0.132485051;0.893301915;-0.950542986;-0.743977521;1
0.645449544;0.101048053;-0.360595055;-0.487910581;-0.535211712;-0.710543336;0.542161753;0.182344836;0
-0.255494587;-0.375023982;-0.436771537;-0.414261683;-0.527957434;-0.600608928;0.532186132;0.132741705;0
0.275809242;0.58385559;-0.612484492;-0.532261839;0.092207566;0.889871623;-0.997411192;-0.756712188;0
0.448726456;-0.147781495;-0.563695279;-0.483227389;-0.481226889;-0.316201997;0.078000517;-0.261842184;0
0.556069307;0.062304887;-0.774824633;-0.462519172;-0.518840864;-0.760784823;0.310672154;0.050633223;0
0.699986638;-0.133508169;-0.596901102;-0.481650905;-0.553163344;-0.91144125;1.032234894;0.914087663;0
-0.3699792;-0.599018639;-0.284716178;-0.36755961;0.057538612;1.039678003;-0.941834782;-0.747765486;0
-1.095841946;-1.152065099;1.035593676;0.824786856;0.391516922;1.536571721;-1.037178382;-0.765842139;1
-1.234565268;-1.149458729;1.003395041;0.662587504;0.132485051;1.295949906;-0.943803547;-0.748583127;1
-2.183337564;-1.474661607;2.556008395;2.595817904;1.965608686;1.496239149;-1.26631709;-0.784847136;1
-0.002503069;-0.200311674;-0.440902171;-0.37781557;-0.502816488;-0.706580662;-0.009623643;-0.215141959;0
-0.988499095;0.399818569;0.681577569;0.035404246;1.829661345;2.302317903;-1.310727688;-0.792536618;1
0.671852423;0.286723855;-0.714431128;-0.536684955;-0.326591662;0.304905021;-0.522626451;-0.615812661;0
0.677262849;1.346103931;-0.566306909;-0.555769591;-0.546277194;-0.741591248;0.702805818;0.30139478;0
-1.568929592;-2.093245851;2.109493811;2.433780476;0.513323833;1.478683354;-1.052408611;-0.764859716;1
0.402196793;-0.160049453;-0.465800878;-0.459268348;-0.520031865;-0.646327119;0.288172687;-0.062546454;0
-0.07110727;-0.471927175;-0.158422046;-0.305166223;-0.462127566;-0.263262773;-0.191672456;-0.447330165;1
-0.034749208;0.30474114;-0.421892615;-0.471668731;-0.547966249;-0.786314943;1.101017444;0.802093855;0
-1.52521335;-0.675806325;1.281467774;0.775367114;0.143420605;0.923867776;-0.974687494;-0.748554293;1
0.607360145;0.648107061;-0.671650636;-0.528782353;-0.522673721;-0.807292906;0.394817471;0.160184211;0
-0.561724696;-0.679389925;0.137077415;-0.090677189;-0.378519302;0.193034508;-0.424983794;-0.578689241;1
-0.704559941;-0.383857736;0.268013335;-0.127082852;-0.497337884;-0.398850948;0.07629891;-0.268861196;1
-0.392702989;-0.808529839;-0.460526367;-0.308168877;-0.56230157;-1.012473638;1.715561455;2.248737618;0
0.875068022;2.887690501;-0.681733636;-0.603770449;0.906354132;1.24243789;-1.21817324;-0.78135595;0
0.358047717;1.022246776;-0.618955969;-0.539160806;-0.441902205;-0.180421139;-0.246009294;-0.47312009;0
0.548711128;-0.552148682;-0.573987389;-0.432843531;0.25195327;1.366519467;-1.039425642;-0.768109184;0
-1.131117924;-0.609658859;0.847676483;0.353384525;0.599205825;1.744829953;-1.07385958;-0.77074636;1
-0.368247864;1.439684161;-0.146883755;-0.46609229;0.087118744;1.421232082;-0.91197547;-0.744647497;1
1.024828612;0.664826383;-0.505738405;-0.507223225;-0.57488287;-1.022711201;2.377002503;2.999867155;0
0.243346687;1.484780161;-0.542336249;-0.55175469;-0.524687595;-0.630033865;0.447450149;0.07011235;0
-0.118719018;-0.679174216;-0.280091289;-0.343680376;-0.516762026;-0.754437715;0.186926136;-0.06006897;0
0.636576445;1.285453398;-0.587274785;-0.543770279;-0.505999708;-0.567332368;0.230733893;-0.093725225;0
-0.005965741;-0.058638215;-0.504502993;-0.439084076;-0.514380024;-0.710015675;0.106001807;-0.156645428;0
-1.946360907;-1.314945575;2.199437217;2.022188245;1.726282467;1.807642017;-1.305599739;-0.788427856;1
0.568405078;0.493715262;-0.664988642;-0.512666281;-0.484864856;-0.44206391;-0.005139407;-0.295536212;0
-1.232833932;-0.489911092;1.130505667;0.693869775;-0.357297831;0.083230649;-0.492127722;-0.594719171;1
0.063287711;1.134565401;-0.405994621;-0.508990736;-0.536034586;-0.850373634;0.532658087;0.337602476;0
-1.951122082;-0.806508769;1.871526644;1.473881769;1.620868059;1.034206404;-1.230976713;-0.77587193;1
0.566890159;-0.613923288;-0.550616462;-0.436800255;-0.525856942;-0.825472267;0.424686765;0.21015213;0
-2.018427781;-1.624913921;2.396993431;2.475783367;0.627681574;1.2476869;-1.111325926;-0.769564626;1
0.657352481;3.095957432;-0.580660137;-0.623004009;4.522904181;-0.212877295;-1.850038302;-0.703179504;0
0.864680004;-0.32549978;-0.464122234;-0.460669017;-0.528282253;-0.627976261;0.415957908;0.023562695;0
0.835896538;0.115665039;-0.546130534;-0.483781336;-0.119617359;0.791380677;-0.840066981;-0.726450068;1
0.40457738;0.387403701;-0.194528028;-0.410716258;0.506719191;1.62820132;-1.100791131;-0.775538708;1
0.894545555;0.086437003;-0.560786466;-0.47511535;-0.539650898;-0.639296445;0.641093599;0.201019512;0
-0.807358034;-0.762747634;0.575882054;0.337164186;-0.377220028;-0.003124803;-0.414678665;-0.558761856;1
-1.558325157;-1.725952833;2.029572183;1.928724091;0.002644298;0.707291644;-0.865678138;-0.720894979;1
-0.750873187;-1.153521742;-0.055562848;-0.095818387;-0.533392729;-0.598690638;0.510753897;0.079062721;1
